Year,Code,Area,Cancer Type,Age-Adjusted Rate,Case Count,Population,per_100k
2007,NY,New York,Cervix,8.6,916,9881510,9.27
2007,NC,North Carolina,Cervix,7.3,355,4677313,7.59
2007,ND,North Dakota,Cervix,Data Suppressed,Data Suppressed,324066,
2007,OH,Ohio,Cervix,7.8,473,5890965,8.03
2007,OK,Oklahoma,Cervix,10.3,191,1837175,10.40
2007,OR,Oregon,Cervix,8.1,154,1879347,8.19
2007,PA,Pennsylvania,Cervix,8.4,566,6452087,8.77
2007,PR,Puerto Rico,Cervix,11.7,231,1968707,11.73
2007,RI,Rhode Island,Cervix,7.2,43,546859,7.86
2007,SC,South Carolina,Cervix,8.4,198,2280792,8.68
2007,SD,South Dakota,Cervix,5.7,23,396650,5.80
2007,TN,Tennessee,Cervix,7.9,262,3162280,8.29
2007,TX,Texas,Cervix,9.8,1144,12010572,9.52
2007,United States,United States,Cervix,8.1,12720,153166353,8.30
2007,UT,Utah,Cervix,5.1,55,1292672,4.25
2007,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316538,
2007,VA,Virginia,Cervix,6.5,270,3947966,6.84
2007,WA,Washington,Cervix,6.1,201,3247800,6.19
2007,WV,West Virginia,Cervix,9.6,99,932683,10.61
2007,WI,Wisconsin,Cervix,5.8,168,2827782,5.94
2007,WY,Wyoming,Cervix,6.4,18,262776,6.85
2008,AL,Alabama,Cervix,8.2,199,2430257,8.19
2008,AK,Alaska,Cervix,8,27,329412,8.20
2008,AZ,Arizona,Cervix,7.1,228,3155278,7.23
2008,ArKS,Arkansas,Cervix,11.1,162,1464220,11.06
2008,CA,California,Cervix,8.5,1566,18396972,8.51
2008,CO,Colorado,Cervix,6.1,153,2439060,6.27
2008,CT,Connecticut,Cervix,5.1,100,1820749,5.49
2008,DE,Delaware,Cervix,9.1,44,455481,9.66
2008,DC,District of Columbia,Cervix,9.4,27,306265,8.82
2008,FL,Florida,Cervix,9.3,942,9465279,9.95
2008,GA,Georgia,Cervix,8.6,422,4856984,8.69
2008,HI,Hawaii,Cervix,8.3,56,665313,8.42
2008,ID,Idaho,Cervix,6.2,45,764792,5.88
2008,IL,Illinois,Cervix,9.7,647,6493537,9.96
2008,IN,Indiana,Cervix,7.3,248,3263963,7.60
2008,IA,Iowa,Cervix,7.4,111,1525539,7.28
2008,KS,Kansas,Cervix,6.1,83,1415563,5.86
2008,KY,Kentucky,Cervix,8.3,191,2183532,8.75
2008,LA,Louisiana,Cervix,11.1,256,2269630,11.28
2008,ME,Maine,Cervix,6.2,46,679413,6.77
2008,MD,Maryland,Cervix,6.6,205,2935788,6.98
2008,MA,Massachusetts,Cervix,5.4,197,3340730,5.90
2008,MI,Michigan,Cervix,7.1,370,5065899,7.30
2008,MN,Minnesota,Cervix,6.1,161,2642672,6.09
2008,MS,Mississippi,Cervix,10.5,161,1516955,10.61
2008,MO,Missouri,Cervix,7.4,225,3024837,7.44
2008,MT,Montana,Cervix,6.3,33,486477,6.78
2008,NE,Nebraska,Cervix,6.1,53,905814,5.85
2008,NV,Nevada,Cervix,8.7,118,1310601,9.00
2008,NH,New Hampshire,Cervix,6,42,666576,6.30
2008,NJ,New Jersey,Cervix,8.2,394,4469901,8.81
2008,NM,New Mexico,Cervix,8.3,85,1018578,8.34
2008,NY,New York,Cervix,8.5,901,9918841,9.08
2008,NC,North Carolina,Cervix,7,350,4771376,7.34
2008,ND,North Dakota,Cervix,9,28,326131,8.59
2008,OH,Ohio,Cervix,7.9,487,5896594,8.26
2008,OK,Oklahoma,Cervix,9.8,179,1854771,9.65
2008,OR,Oregon,Cervix,8.1,157,1903535,8.25
2008,PA,Pennsylvania,Cervix,7.8,545,6473295,8.42
2008,PR,Puerto Rico,Cervix,10.8,217,1957525,11.09
2008,RI,Rhode Island,Cervix,7.1,41,545412,7.52
2008,SC,South Carolina,Cervix,7.8,188,2325047,8.09
2008,SD,South Dakota,Cervix,6.6,25,400236,6.25
2008,TN,Tennessee,Cervix,9,299,3203115,9.33
2008,TX,Texas,Cervix,9.4,1109,12249936,9.05
2008,United States,United States,Cervix,8,12756,154604015,8.25
2008,UT,Utah,Cervix,4.9,56,1325631,4.22
2008,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316722,
2008,VA,Virginia,Cervix,6.5,269,3988983,6.74
2008,WA,Washington,Cervix,6.8,228,3293162,6.92
2008,WV,West Virginia,Cervix,10.2,98,934911,10.48
2008,WI,Wisconsin,Cervix,5.5,160,2842268,5.63
2008,WY,Wyoming,Cervix,9,24,267982,8.96
2009,AL,Alabama,Cervix,9.2,235,2448159,9.60
2009,AK,Alaska,Cervix,9.8,33,337002,9.79
2009,AZ,Arizona,Cervix,7.5,237,3189908,7.43
2009,ArKS,Arkansas,Cervix,10.4,152,1475013,10.30
2009,CA,California,Cervix,7.8,1452,18583075,7.81
2009,CO,Colorado,Cervix,6,149,2480710,6.01
2009,CT,Connecticut,Cervix,6.1,120,1828779,6.56
2009,DE,Delaware,Cervix,9.1,43,459795,9.35
2009,DC,District of Columbia,Cervix,6.7,20,311828,6.41
2009,FL,Florida,Cervix,9.7,985,9534289,10.33
2009,GA,Georgia,Cervix,8.3,411,4917756,8.36
2009,HI,Hawaii,Cervix,8.9,60,673075,8.91
2009,ID,Idaho,Cervix,5,38,775398,4.90
2009,IL,Illinois,Cervix,8.4,566,6520723,8.68
2009,IN,Indiana,Cervix,7.8,257,3281477,7.83
2009,IA,Iowa,Cervix,6.7,104,1532739,6.79
2009,KS,Kansas,Cervix,7.5,105,1428139,7.35
2009,KY,Kentucky,Cervix,9.3,209,2193136,9.53
2009,LA,Louisiana,Cervix,8.9,204,2295199,8.89
2009,ME,Maine,Cervix,6.4,48,678694,7.07
2009,MD,Maryland,Cervix,6.9,213,2960001,7.20
2009,MA,Massachusetts,Cervix,5.5,200,3365859,5.94
2009,MI,Michigan,Cervix,7.5,381,5044338,7.55
2009,MN,Minnesota,Cervix,6.3,168,2659958,6.32
2009,MS,Mississippi,Cervix,8.8,138,1522000,9.07
2009,MO,Missouri,Cervix,8.7,273,3042021,8.97
2009,MT,Montana,Cervix,7.7,39,490122,7.96
2009,NE,Nebraska,Cervix,8.5,73,913619,7.99
2009,NV,Nevada,Cervix,7.2,103,1327618,7.76
2009,NH,New Hampshire,Cervix,5.5,38,666875,5.70
2009,NJ,New Jersey,Cervix,8.8,429,4493506,9.55
2009,NM,New Mexico,Cervix,6.6,71,1031238,6.88
2009,NY,New York,Cervix,8.3,896,9966620,8.99
2009,NC,North Carolina,Cervix,7,348,4846501,7.18
2009,ND,North Dakota,Cervix,7.4,23,329674,6.98
2009,OH,Ohio,Cervix,8.3,499,5902018,8.45
2009,OK,Oklahoma,Cervix,10.9,203,1878034,10.81
2009,OR,Oregon,Cervix,7.5,145,1923209,7.54
2009,PA,Pennsylvania,Cervix,8.2,564,6497024,8.68
2009,PR,Puerto Rico,Cervix,12.7,250,1947361,12.84
2009,RI,Rhode Island,Cervix,6.5,36,544764,6.61
2009,SC,South Carolina,Cervix,10,240,2357030,10.18
2009,SD,South Dakota,Cervix,7.4,27,403198,6.70
2009,TN,Tennessee,Cervix,9.6,318,3231769,9.84
2009,TX,Texas,Cervix,9.5,1151,12500150,9.21
2009,United States,United States,Cervix,8.1,12915,155964075,8.28
2009,UT,Utah,Cervix,4.9,59,1355509,4.35
2009,VT,Vermont,Cervix,5.4,20,317128,6.31
2009,VA,Virginia,Cervix,6.4,269,4037895,6.66
2009,WA,Washington,Cervix,7.7,258,3343920,7.72
2009,WV,West Virginia,Cervix,10.6,103,937434,10.99
2009,WI,Wisconsin,Cervix,6,176,2856103,6.16
2009,WY,Wyoming,Cervix,8.9,26,274046,9.49
2010,AL,Alabama,Cervix,7.9,200,2462501,8.12
2010,AK,Alaska,Cervix,5,16,342348,4.67
2010,AZ,Arizona,Cervix,7.2,229,3223331,7.10
2010,ArKS,Arkansas,Cervix,11.2,164,1487273,11.03
2010,CA,California,Cervix,7.7,1456,18773276,7.76
2010,CO,Colorado,Cervix,6.2,160,2517949,6.35
2010,CT,Connecticut,Cervix,6.6,128,1836823,6.97
2010,DE,Delaware,Cervix,8.9,44,463974,9.48
2010,DC,District of Columbia,Cervix,10.3,31,319308,9.71
2010,FL,Florida,Cervix,8.8,915,9633882,9.50
2010,GA,Georgia,Cervix,7.6,387,4970859,7.79
2010,HI,Hawaii,Cervix,6.8,46,680708,6.76
2010,ID,Idaho,Cervix,6.9,51,783970,6.51
2010,IL,Illinois,Cervix,7.8,530,6543435,8.10
2010,IN,Indiana,Cervix,7.8,263,3297382,7.98
2010,IA,Iowa,Cervix,6.6,99,1539861,6.43
2010,KS,Kansas,Cervix,8.9,125,1440121,8.68
2010,KY,Kentucky,Cervix,8.9,205,2208920,9.28
2010,LA,Louisiana,Cervix,9.1,208,2319925,8.97
2010,ME,Maine,Cervix,6.5,48,677943,7.08
2010,MD,Maryland,Cervix,7.3,230,2988816,7.70
2010,MA,Massachusetts,Cervix,5.7,203,3390251,5.99
2010,MI,Michigan,Cervix,7,363,5032392,7.21
2010,MN,Minnesota,Cervix,6,165,2675292,6.17
2010,MS,Mississippi,Cervix,10.3,157,1527379,10.28
2010,MO,Missouri,Cervix,8.4,264,3058876,8.63
2010,MT,Montana,Cervix,6.1,35,493472,7.09
2010,NE,Nebraska,Cervix,6.4,56,921463,6.08
2010,NV,Nevada,Cervix,8.3,112,1338331,8.37
2010,NH,New Hampshire,Cervix,5.1,39,667248,5.84
2010,NJ,New Jersey,Cervix,8.1,400,4515662,8.86
2010,NM,New Mexico,Cervix,7.6,79,1044296,7.56
2010,NY,New York,Cervix,8.2,868,10010724,8.67
2010,NC,North Carolina,Cervix,6.6,343,4904404,6.99
2010,ND,North Dakota,Cervix,Data Suppressed,Data Suppressed,333653,
2010,OH,Ohio,Cervix,7.1,437,5905286,7.40
2010,OK,Oklahoma,Cervix,10.3,193,1899677,10.16
2010,OR,Oregon,Cervix,5.9,117,1938491,6.04
2010,PA,Pennsylvania,Cervix,7.1,500,6515318,7.67
2010,PR,Puerto Rico,Cervix,13,258,1938743,13.31
2010,RI,Rhode Island,Cervix,6.1,35,544718,6.43
2010,SC,South Carolina,Cervix,8.4,202,2380930,8.48
2010,SD,South Dakota,Cervix,5.5,22,407748,5.40
2010,TN,Tennessee,Cervix,8.5,285,3257576,8.75
2010,TX,Texas,Cervix,9.5,1185,12721747,9.31
2010,United States,United States,Cervix,7.7,12553,157249665,7.98
2010,UT,Utah,Cervix,6.2,75,1381267,5.43
2010,VT,Vermont,Cervix,5.1,19,317623,5.98
2010,VA,Virginia,Cervix,6.1,259,4085723,6.34
2010,WA,Washington,Cervix,7.1,253,3384508,7.48
2010,WV,West Virginia,Cervix,12.1,125,939948,13.30
2010,WI,Wisconsin,Cervix,6.5,192,2866332,6.70
2010,WY,Wyoming,Cervix,7.7,21,276725,7.59
2011,AL,Alabama,Cervix,8.2,207,2471124,8.38
2011,AK,Alaska,Cervix,5.8,21,346420,6.06
2011,AZ,Arizona,Cervix,6.5,209,3255268,6.42
2011,ArKS,Arkansas,Cervix,8.2,125,1496627,8.35
2011,CA,California,Cervix,7.3,1404,18941522,7.41
2011,CO,Colorado,Cervix,5.6,147,2555122,5.75
2011,CT,Connecticut,Cervix,6.7,124,1840904,6.74
2011,DE,Delaware,Cervix,8.7,44,468243,9.40
2011,DC,District of Columbia,Cervix,13.6,41,326595,12.55
2011,FL,Florida,Cervix,9.5,1000,9736576,10.27
2011,GA,Georgia,Cervix,7.8,397,5016509,7.91
2011,HI,Hawaii,Cervix,5.8,44,688528,6.39
2011,ID,Idaho,Cervix,7.1,54,790969,6.83
2011,IL,Illinois,Cervix,8.1,560,6555863,8.54
2011,IN,Indiana,Cervix,7.5,255,3310293,7.70
2011,IA,Iowa,Cervix,7.2,110,1546565,7.11
2011,KS,Kansas,Cervix,6.7,93,1445451,6.43
2011,KY,Kentucky,Cervix,8.1,185,2220604,8.33
2011,LA,Louisiana,Cervix,9.3,217,2336558,9.29
2011,ME,Maine,Cervix,7.5,53,678007,7.82
2011,MD,Maryland,Cervix,6.3,198,3013514,6.57
2011,MA,Massachusetts,Cervix,5.1,191,3412828,5.60
2011,MI,Michigan,Cervix,7.1,368,5034506,7.31
2011,MN,Minnesota,Cervix,6,167,2692147,6.20
2011,MS,Mississippi,Cervix,10.1,156,1531631,10.19
2011,MO,Missouri,Cervix,8.1,258,3065745,8.42
2011,MT,Montana,Cervix,6.3,35,497009,7.04
2011,NE,Nebraska,Cervix,7.4,67,926785,7.23
2011,NV,Nevada,Cervix,6,84,1345187,6.24
2011,NH,New Hampshire,Cervix,4.6,32,668935,4.78
2011,NJ,New Jersey,Cervix,7.8,391,4527643,8.64
2011,NM,New Mexico,Cervix,8.1,83,1052390,7.89
2011,NY,New York,Cervix,7.3,793,10056851,7.89
2011,NC,North Carolina,Cervix,7.6,390,4952048,7.88
2011,ND,North Dakota,Cervix,5.7,19,338166,5.62
2011,OH,Ohio,Cervix,8.3,503,5906025,8.52
2011,OK,Oklahoma,Cervix,8.7,161,1914243,8.41
2011,OR,Oregon,Cervix,6.6,131,1956689,6.69
2011,PA,Pennsylvania,Cervix,8.2,563,6528781,8.62
2011,PR,Puerto Rico,Cervix,13.6,270,1915291,14.10
2011,RI,Rhode Island,Cervix,4.6,25,544091,4.59
2011,SC,South Carolina,Cervix,7.4,182,2401300,7.58
2011,SD,South Dakota,Cervix,8.3,33,410308,8.04
2011,TN,Tennessee,Cervix,8.4,284,3281016,8.66
2011,TX,Texas,Cervix,9.3,1169,12925831,9.04
2011,United States,United States,Cervix,7.6,12472,158370501,7.88
2011,UT,Utah,Cervix,5.5,65,1400748,4.64
2011,VT,Vermont,Cervix,4.3,16,317948,5.03
2011,VA,Virginia,Cervix,6.2,265,4123702,6.43
2011,WA,Washington,Cervix,7,248,3424466,7.24
2011,WV,West Virginia,Cervix,10.1,97,940485,10.31
2011,WI,Wisconsin,Cervix,5.9,176,2873601,6.12
2011,WY,Wyoming,Cervix,11.3,32,278134,11.51
2012,AL,Alabama,Cervix,9.5,236,2480436,9.51
2012,AK,Alaska,Cervix,8,28,349778,8.01
2012,AZ,Arizona,Cervix,7.1,230,3296646,6.98
2012,ArKS,Arkansas,Cervix,9.5,141,1502409,9.38
2012,CA,California,Cervix,7.8,1501,19097277,7.86
2012,CO,Colorado,Cervix,5.7,152,2590172,5.87
2012,CT,Connecticut,Cervix,6.9,136,1843669,7.38
2012,DE,Delaware,Cervix,8.4,42,472124,8.90
2012,DC,District of Columbia,Cervix,8.7,30,334714,8.96
2012,FL,Florida,Cervix,8.8,942,9864969,9.55
2012,GA,Georgia,Cervix,8,411,5068404,8.11
2012,HI,Hawaii,Cervix,8.9,61,695606,8.77
2012,ID,Idaho,Cervix,6.6,53,796813,6.65
2012,IL,Illinois,Cervix,7.1,492,6562818,7.50
2012,IN,Indiana,Cervix,7.6,256,3319458,7.71
2012,IA,Iowa,Cervix,7.2,108,1550836,6.96
2012,KS,Kansas,Cervix,6.9,95,1451795,6.54
2012,KY,Kentucky,Cervix,9.2,210,2227546,9.43
2012,LA,Louisiana,Cervix,8.4,200,2350259,8.51
2012,ME,Maine,Cervix,4.3,31,677831,4.57
2012,MD,Maryland,Cervix,6.5,215,3036122,7.08
2012,MA,Massachusetts,Cervix,5,186,3435460,5.41
2012,MI,Michigan,Cervix,6.4,327,5038913,6.49
2012,MN,Minnesota,Cervix,5.4,153,2706227,5.65
2012,MS,Mississippi,Cervix,9.3,140,1534497,9.12
2012,MO,Missouri,Cervix,9.7,298,3072496,9.70
2012,MT,Montana,Cervix,7.1,35,499969,7.00
2012,NE,Nebraska,Cervix,6.8,59,932548,6.33
2012,NV,Nevada,Cervix,7.6,107,1361633,7.86
2012,NH,New Hampshire,Cervix,4.7,34,670911,5.07
2012,NJ,New Jersey,Cervix,7.3,366,4534588,8.07
2012,NM,New Mexico,Cervix,6.5,72,1054817,6.83
2012,NY,New York,Cervix,7.7,847,10088624,8.40
2012,NC,North Carolina,Cervix,7.4,389,5001181,7.78
2012,ND,North Dakota,Cervix,6.7,23,345038,6.67
2012,OH,Ohio,Cervix,6.8,421,5904138,7.13
2012,OK,Oklahoma,Cervix,8.1,155,1928266,8.04
2012,OR,Oregon,Cervix,6.5,129,1969955,6.55
2012,PA,Pennsylvania,Cervix,7.8,529,6533444,8.10
2012,PR,Puerto Rico,Cervix,11.8,235,1895416,12.40
2012,RI,Rhode Island,Cervix,7.7,45,544185,8.27
2012,SC,South Carolina,Cervix,7.1,179,2425622,7.38
2012,SD,South Dakota,Cervix,6,25,414663,6.03
2012,TN,Tennessee,Cervix,8.4,292,3308185,8.83
2012,TX,Texas,Cervix,9.2,1192,13141745,9.07
2012,United States,United States,Cervix,7.6,12466,159480635,7.82
2012,UT,Utah,Cervix,4.8,59,1419345,4.16
2012,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,317491,
2012,VA,Virginia,Cervix,6.6,290,4165263,6.96
2012,WA,Washington,Cervix,6.1,219,3459044,6.33
2012,WV,West Virginia,Cervix,10.2,102,940205,10.85
2012,WI,Wisconsin,Cervix,6.4,194,2880310,6.74
2012,WY,Wyoming,Cervix,6.6,17,282190,6.02
2013,AL,Alabama,Cervix,8.6,225,2488451,9.04
2013,AK,Alaska,Cervix,6.6,20,351687,5.69
2013,AZ,Arizona,Cervix,6.5,220,3337128,6.59
2013,ArKS,Arkansas,Cervix,10.9,168,1506571,11.15
2013,CA,California,Cervix,7.2,1419,19257182,7.37
2013,CO,Colorado,Cervix,5.7,156,2627451,5.94
2013,CT,Connecticut,Cervix,7.4,141,1843190,7.65
2013,DE,Delaware,Cervix,6.4,36,476810,7.55
2013,DC,District of Columbia,Cervix,8.3,27,342422,7.89
2013,FL,Florida,Cervix,8.8,960,9991577,9.61
2013,GA,Georgia,Cervix,6.9,360,5109687,7.05
2013,HI,Hawaii,Cervix,6.5,49,701564,6.98
2013,ID,Idaho,Cervix,5.1,39,804640,4.85
2013,IL,Illinois,Cervix,7.3,510,6566512,7.77
2013,IN,Indiana,Cervix,7.7,256,3334467,7.68
2013,IA,Iowa,Cervix,5.7,93,1558562,5.97
2013,KS,Kansas,Cervix,7.2,100,1454421,6.88
2013,KY,Kentucky,Cervix,7.9,179,2235831,8.01
2013,LA,Louisiana,Cervix,8.2,192,2362258,8.13
2013,ME,Maine,Cervix,6,45,677601,6.64
2013,MD,Maryland,Cervix,6.1,195,3054346,6.38
2013,MA,Massachusetts,Cervix,5,182,3460982,5.26
2013,MI,Michigan,Cervix,6.7,345,5045064,6.84
2013,MN,Minnesota,Cervix,5.2,146,2724276,5.36
2013,MS,Mississippi,Cervix,8.2,132,1536846,8.59
2013,MO,Missouri,Cervix,7.9,251,3079277,8.15
2013,MT,Montana,Cervix,4.4,24,504489,4.76
2013,NE,Nebraska,Cervix,7.3,67,937543,7.15
2013,NV,Nevada,Cervix,8.8,126,1379061,9.14
2013,NH,New Hampshire,Cervix,3.6,28,671812,4.17
2013,NJ,New Jersey,Cervix,7.5,369,4538378,8.13
2013,NM,New Mexico,Cervix,7.3,77,1056816,7.29
2013,NY,New York,Cervix,8.1,891,10110966,8.81
2013,NC,North Carolina,Cervix,6.9,367,5050911,7.27
2013,ND,North Dakota,Cervix,Data Suppressed,Data Suppressed,353821,
2013,OH,Ohio,Cervix,7.6,464,5914624,7.84
2013,OK,Oklahoma,Cervix,9.8,184,1944887,9.46
2013,OR,Oregon,Cervix,6.8,142,1982002,7.16
2013,PA,Pennsylvania,Cervix,7.1,512,6532794,7.84
2013,PR,Puerto Rico,Cervix,12.4,235,1872797,12.55
2013,RI,Rhode Island,Cervix,7.5,41,544135,7.53
2013,SC,South Carolina,Cervix,8,202,2450408,8.24
2013,SD,South Dakota,Cervix,7.3,30,418793,7.16
2013,TN,Tennessee,Cervix,9.1,312,3329087,9.37
2013,TX,Texas,Cervix,9.1,1193,13337529,8.94
2013,United States,United States,Cervix,7.4,12323,160545893,7.68
2013,UT,Utah,Cervix,4.9,61,1441058,4.23
2013,VT,Vermont,Cervix,5.7,18,317406,5.67
2013,VA,Virginia,Cervix,5.9,259,4197755,6.17
2013,WA,Washington,Cervix,6.7,239,3490939,6.85
2013,WV,West Virginia,Cervix,8.2,77,938312,8.21
2013,WI,Wisconsin,Cervix,5.6,167,2888446,5.78
2013,WY,Wyoming,Cervix,6,17,285118,5.96
2014,AL,Alabama,Cervix,9.4,246,2495725,9.86
2014,AK,Alaska,Cervix,6.5,21,351081,5.98
2014,AZ,Arizona,Cervix,5.9,196,3385557,5.79
2014,ArKS,Arkansas,Cervix,9.4,139,1510809,9.20
2014,CA,California,Cervix,7.2,1427,19422017,7.35
2014,CO,Colorado,Cervix,6.4,175,2665581,6.57
2014,CT,Connecticut,Cervix,6.4,127,1842252,6.89
2014,DE,Delaware,Cervix,9.2,45,481448,9.35
2014,DC,District of Columbia,Cervix,10.6,35,348388,10.05
2014,FL,Florida,Cervix,8.8,978,10146227,9.64
2014,GA,Georgia,Cervix,8.3,437,5162257,8.47
2014,HI,Hawaii,Cervix,8.5,59,704261,8.38
2014,ID,Idaho,Cervix,6.3,50,814428,6.14
2014,IL,Illinois,Cervix,8.4,576,6560509,8.78
2014,IN,Indiana,Cervix,7.7,258,3346640,7.71
2014,IA,Iowa,Cervix,9.2,132,1565894,8.43
2014,KS,Kansas,Cervix,8.5,119,1456819,8.17
2014,KY,Kentucky,Cervix,9.3,214,2241404,9.55
2014,LA,Louisiana,Cervix,9.6,229,2372375,9.65
2014,ME,Maine,Cervix,6.2,49,679271,7.21
2014,MD,Maryland,Cervix,6.4,218,3072502,7.10
2014,MA,Massachusetts,Cervix,5.5,202,3484994,5.80
2014,MI,Michigan,Cervix,6.1,317,5050975,6.28
2014,MN,Minnesota,Cervix,4.7,136,2742170,4.96
2014,MS,Mississippi,Cervix,10.6,166,1538890,10.79
2014,MO,Missouri,Cervix,7.9,244,3086784,7.90
2014,MT,Montana,Cervix,7,40,508360,7.87
2014,NE,Nebraska,Cervix,8.8,80,943774,8.48
2014,NV,Nevada,Cervix,8.1,119,1401290,8.49
2014,NH,New Hampshire,Cervix,5,36,674573,5.34
2014,NJ,New Jersey,Cervix,7.6,373,4541269,8.21
2014,NM,New Mexico,Cervix,8.2,81,1055167,7.68
2014,NY,New York,Cervix,7.5,835,10122684,8.25
2014,NC,North Carolina,Cervix,7.7,405,5099723,7.94
2014,ND,North Dakota,Cervix,5.3,19,360130,5.28
2014,OH,Ohio,Cervix,7.8,485,5925788,8.18
2014,OK,Oklahoma,Cervix,9.5,179,1957329,9.15
2014,OR,Oregon,Cervix,7.4,151,2002391,7.54
2014,PA,Pennsylvania,Cervix,6.9,475,6536769,7.27
2014,RI,Rhode Island,Cervix,8.4,48,544071,8.82
2014,SC,South Carolina,Cervix,7.6,196,2482344,7.90
2014,SD,South Dakota,Cervix,8.8,36,421923,8.53
2014,TN,Tennessee,Cervix,8.7,304,3352533,9.07
2014,TX,Texas,Cervix,9.4,1253,13577164,9.23
2014,United States,United States,Cervix,7.7,12860,161690519,7.95
2014,UT,Utah,Cervix,4.5,58,1460537,3.97
2014,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316922,
2014,VA,Virginia,Cervix,6.9,301,4226409,7.12
2014,WA,Washington,Cervix,7.4,262,3533298,7.42
2014,WV,West Virginia,Cervix,9,89,936287,9.51
2014,WI,Wisconsin,Cervix,6.7,208,2895122,7.18
2014,WY,Wyoming,Cervix,6.2,18,285404,6.31
2015,AL,Alabama,Cervix,9.4,238,2501997,9.51
2015,AK,Alaska,Cervix,8.4,30,351714,8.53
2015,AZ,Arizona,Cervix,7.7,257,3435368,7.48
2015,ArKS,Arkansas,Cervix,10.6,165,1515816,10.89
2015,CA,California,Cervix,7.3,1459,19575981,7.45
2015,CO,Colorado,Cervix,6.4,180,2713032,6.63
2015,CT,Connecticut,Cervix,6.2,124,1838202,6.75
2015,DE,Delaware,Cervix,8.3,39,486044,8.02
2015,DC,District of Columbia,Cervix,9.3,35,355848,9.84
2015,FL,Florida,Cervix,9.2,1015,10330862,9.82
2015,GA,Georgia,Cervix,8.1,436,5222914,8.35
2015,HI,Hawaii,Cervix,6.5,46,707788,6.50
2015,ID,Idaho,Cervix,5.7,47,824601,5.70
2015,IL,Illinois,Cervix,7.3,499,6545496,7.62
2015,IN,Indiana,Cervix,8.8,295,3353205,8.80
2015,IA,Iowa,Cervix,7.2,114,1570465,7.26
2015,KS,Kansas,Cervix,9.1,127,1460522,8.70
2015,KY,Kentucky,Cervix,9.5,214,2246861,9.52
2015,LA,Louisiana,Cervix,9.8,237,2383171,9.94
2015,ME,Maine,Cervix,5.7,39,678342,5.75
2015,MD,Maryland,Cervix,6.8,232,3086658,7.52
2015,MA,Massachusetts,Cervix,5.2,198,3501089,5.66
2015,MI,Michigan,Cervix,7.6,401,5048777,7.94
2015,MN,Minnesota,Cervix,6.2,167,2755982,6.06
2015,MS,Mississippi,Cervix,9.5,152,1539560,9.87
2015,MO,Missouri,Cervix,8.3,261,3094077,8.44
2015,MT,Montana,Cervix,8,42,512294,8.20
2015,NE,Nebraska,Cervix,7.9,74,949042,7.80
2015,NV,Nevada,Cervix,9.3,133,1427439,9.32
2015,NH,New Hampshire,Cervix,6.3,43,675463,6.37
2015,NJ,New Jersey,Cervix,8.4,423,4542433,9.31
2015,NM,New Mexico,Cervix,8.3,85,1055341,8.05
2015,NY,New York,Cervix,7.9,866,10121136,8.56
2015,NC,North Carolina,Cervix,7.1,378,5150065,7.34
2015,ND,North Dakota,Cervix,Data Suppressed,Data Suppressed,367405,
2015,OH,Ohio,Cervix,7.9,482,5931200,8.13
2015,OK,Oklahoma,Cervix,8.9,172,1972948,8.72
2015,OR,Oregon,Cervix,7.7,157,2028279,7.74
2015,PA,Pennsylvania,Cervix,7.5,525,6531011,8.04
2015,RI,Rhode Island,Cervix,7.1,38,543623,6.99
2015,SC,South Carolina,Cervix,8.3,223,2518205,8.86
2015,SD,South Dakota,Cervix,5.4,24,424080,5.66
2015,TN,Tennessee,Cervix,8.2,292,3378397,8.64
2015,TX,Texas,Cervix,9.5,1296,13825817,9.37
2015,United States,United States,Cervix,7.8,13178,162832151,8.09
2015,UT,Utah,Cervix,5.1,64,1482384,4.32
2015,VT,Vermont,Cervix,Data Suppressed,Data Suppressed,316830,
2015,VA,Virginia,Cervix,5.9,264,4250855,6.21
2015,WA,Washington,Cervix,6.9,252,3586587,7.03
2015,WV,West Virginia,Cervix,8.3,81,931825,8.69
2015,WI,Wisconsin,Cervix,7.3,214,2898414,7.38
2015,WY,Wyoming,Cervix,Data Suppressed,Data Suppressed,286706,
2016,AL,Alabama,Cervix,10,252,2509613,10.04
2016,AK,Alaska,Cervix,7.4,26,353943,7.35
2016,AZ,Arizona,Cervix,6.6,232,3492446,6.64
2016,ArKS,Arkansas,Cervix,8.7,135,1521849,8.87
2016,CA,California,Cervix,7.6,1535,19696031,7.79
2016,CO,Colorado,Cervix,6.3,177,2755067,6.42
2016,CT,Connecticut,Cervix,6.3,116,1833898,6.33
2016,DE,Delaware,Cervix,8.4,42,490492,8.56
2016,DC,District of Columbia,Cervix,8.5,34,361065,9.42
2016,FL,Florida,Cervix,10,1133,10540185,10.75
2016,GA,Georgia,Cervix,7.8,421,5290447,7.96
2016,HI,Hawaii,Cervix,6.4,47,710710,6.61
2016,ID,Idaho,Cervix,7.7,62,840378,7.38
2016,IL,Illinois,Cervix,8.3,565,6523873,8.66
2016,IN,Indiana,Cervix,9,301,3366051,8.94
2016,IA,Iowa,Cervix,7.3,116,1575193,7.36
2016,KS,Kansas,Cervix,6.9,100,1461643,6.84
2016,KY,Kentucky,Cervix,10.4,232,2253107,10.30
